50.797	156.42	0.0012099
50.366	159.31	0.0012435
50.003	162.29	0.0012722
49.713	165.33	0.0012953
49.502	168.43	0.0013123
49.373	171.57	0.0013226
49.329	174.73	0.0013262
49.372	177.88	0.0013227
49.499	-178.98	0.0013125
49.709	-175.88	0.0012956
49.998	-172.84	0.0012726
50.361	-169.86	0.0012439
50.791	-166.97	0.0012104
51.28	-164.17	0.0011726
51.823	-161.47	0.0011313
52.411	-158.88	0.0010875
52.645	156.42	0.0013058
52.22	159.31	0.0013441
51.862	162.29	0.0013768
51.576	165.33	0.0014032
51.367	168.43	0.0014226
51.24	171.57	0.0014345
51.197	174.73	0.0014385
51.239	177.88	0.0014346
51.365	-178.98	0.0014228
51.572	-175.88	0.0014035
51.857	-172.84	0.0013772
52.215	-169.86	0.0013446
52.638	-166.97	0.0013064
53.12	-164.17	0.0012636
53.654	-161.47	0.0012169
54.231	-158.88	0.0011675
54.588	156.42	0.0014075
54.172	159.31	0.0014509
53.821	162.29	0.0014881
53.54	165.33	0.0015182
53.335	168.43	0.0015403
53.21	171.57	0.0015539
53.168	174.73	0.0015585
53.209	177.88	0.001554
53.333	-178.98	0.0015406
53.537	-175.88	0.0015186
53.816	-172.84	0.0014886
54.167	-169.86	0.0014515
54.581	-166.97	0.0014082
55.053	-164.17	0.0013597
55.575	-161.47	0.0013071
56.138	-158.88	0.0012514
56.629	156.42	0.0015144
56.225	159.31	0.0015635
55.883	162.29	0.0016057
55.609	165.33	0.0016398
55.409	168.43	0.001665
55.287	171.57	0.0016804
55.246	174.73	0.0016857
55.286	177.88	0.0016806
55.407	-178.98	0.0016653
55.606	-175.88	0.0016402
55.878	-172.84	0.0016062
56.22	-169.86	0.0015641
56.623	-166.97	0.0015151
57.082	-164.17	0.0014604
57.588	-161.47	0.0014013
58.135	-158.88	0.0013389
58.771	156.42	0.0016257
58.381	159.31	0.001681
58.05	162.29	0.0017287
57.785	165.33	0.0017673
57.592	168.43	0.0017959
57.474	171.57	0.0018134
57.434	174.73	0.0018193
57.473	177.88	0.0018135
57.59	-178.98	0.0017962
57.782	-175.88	0.0017678
58.046	-172.84	0.0017293
58.376	-169.86	0.0016817
58.766	-166.97	0.0016265
59.208	-164.17	0.001565
59.696	-161.47	0.0014987
60.221	-158.88	0.0014291
61.015	156.42	0.0017403
60.642	159.31	0.0018024
60.325	162.29	0.001856
60.071	165.33	0.0018995
59.886	168.43	0.0019317
59.772	171.57	0.0019515
59.734	174.73	0.0019582
59.771	177.88	0.0019517
59.883	-178.98	0.0019321
60.068	-175.88	0.0019
60.321	-172.84	0.0018566
60.637	-169.86	0.0018032
61.01	-166.97	0.0017412
61.432	-164.17	0.0016724
61.898	-161.47	0.0015985
62.399	-158.88	0.0015211
63.361	156.42	0.0018568
63.007	159.31	0.001926
62.707	162.29	0.001986
62.467	165.33	0.0020348
62.291	168.43	0.0020709
62.184	171.57	0.0020931
62.147	174.73	0.0021007
62.183	177.88	0.0020933
62.289	-178.98	0.0020713
62.464	-175.88	0.0020354
62.704	-172.84	0.0019867
63.003	-169.86	0.0019269
63.355	-166.97	0.0018578
63.755	-164.17	0.0017813
64.194	-161.47	0.0016993
64.666	-158.88	0.0016138
65.807	156.42	0.0019733
65.477	159.31	0.00205
65.197	162.29	0.0021166
64.972	165.33	0.0021709
64.807	168.43	0.0022112
64.707	171.57	0.002236
64.673	174.73	0.0022445
64.706	177.88	0.0022363
64.805	-178.98	0.0022117
64.969	-175.88	0.0021716
65.193	-172.84	0.0021175
65.473	-169.86	0.0020511
65.802	-166.97	0.0019745
66.174	-164.17	0.0018899
66.583	-161.47	0.0017996
67.022	-158.88	0.0017056
68.35	156.42	0.0020877
68.047	159.31	0.002172
67.79	162.29	0.0022454
67.583	165.33	0.0023054
67.432	168.43	0.00235
67.339	171.57	0.0023774
67.308	174.73	0.0023868
67.339	177.88	0.0023777
67.43	-178.98	0.0023505
67.581	-175.88	0.0023061
67.787	-172.84	0.0022463
68.043	-169.86	0.0021731
68.345	-166.97	0.0020889
68.687	-164.17	0.0019961
69.062	-161.47	0.0018973
69.463	-158.88	0.0017948
70.986	156.42	0.0021972
70.714	159.31	0.0022892
70.483	162.29	0.0023694
70.297	165.33	0.0024351
70.16	168.43	0.0024839
70.077	171.57	0.002514
70.049	174.73	0.0025243
70.076	177.88	0.0025143
70.159	-178.98	0.0024845
70.294	-175.88	0.0024359
70.48	-172.84	0.0023704
70.711	-169.86	0.0022904
70.982	-166.97	0.0021986
71.289	-164.17	0.0020977
71.625	-161.47	0.0019905
71.984	-158.88	0.0018797
73.709	156.42	0.0022992
73.471	159.31	0.0023986
73.268	162.29	0.0024853
73.105	165.33	0.0025565
72.986	168.43	0.0026094
72.913	171.57	0.0026422
72.888	174.73	0.0026533
72.912	177.88	0.0026425
72.984	-178.98	0.00261
73.103	-175.88	0.0025573
73.266	-172.84	0.0024864
73.468	-169.86	0.0023999
73.705	-166.97	0.0023007
73.973	-164.17	0.002192
74.266	-161.47	0.0020768
74.58	-158.88	0.001958
76.509	156.42	0.0023907
76.308	159.31	0.0024968
76.137	162.29	0.0025896
76	165.33	0.0026658
75.899	168.43	0.0027227
75.837	171.57	0.0027578
75.817	174.73	0.0027698
75.837	177.88	0.0027581
75.898	-178.98	0.0027233
75.998	-175.88	0.0026668
76.135	-172.84	0.0025907
76.306	-169.86	0.0024982
76.506	-166.97	0.0023922
76.731	-164.17	0.0022763
76.978	-161.47	0.0021538
77.242	-158.88	0.0020277
79.376	156.42	0.0024686
79.216	159.31	0.0025806
79.079	162.29	0.0026787
78.969	165.33	0.0027595
78.889	168.43	0.0028197
78.839	171.57	0.002857
78.823	174.73	0.0028697
78.839	177.88	0.0028573
78.888	-178.98	0.0028204
78.968	-175.88	0.0027604
79.078	-172.84	0.00268
79.214	-169.86	0.0025821
79.374	-166.97	0.0024702
79.554	-164.17	0.0023481
79.751	-161.47	0.0022192
79.961	-158.88	0.0020868
82.298	156.42	0.0025303
82.181	159.31	0.0026471
82.081	162.29	0.0027495
82	165.33	0.0028339
81.941	168.43	0.0028968
81.905	171.57	0.0029358
81.892	174.73	0.0029492
81.904	177.88	0.0029362
81.94	-178.98	0.0028976
81.999	-175.88	0.0028349
82.08	-172.84	0.0027508
82.18	-169.86	0.0026486
82.297	-166.97	0.002532
